Irrep 	 alpha 	 beta 	 coefficient 	 abs(p1) 	 abs(p2) 	 p^1 	 p^2
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, -1)"	"(0, 1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, 1)"	"(0, -1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 1, 0)"	"(1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 1, 0)"	"(-1, -1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, 1)"	"(-1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, -1, 1)"	"(0, 1, -1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, -1, 0)"	"(-1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, -1)"	"(1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(0, 1, -1)"	"(0, -1, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, -1, 0)"	"(1, 1, 0)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(1, 0, -1)"	"(-1, 0, 1)"
A1u	1	1	-1.000000+0.000000*I	2	2	"(-1, 0, 1)"	"(1, 0, -1)"
